Id;ActivityDate;VeryActiveMinutes;FairlyActiveMinutes;LightlyActiveMinutes;SedentaryMinutes;Calories
2347167796;26.04.2016;0;0;227;732;1861
2347167796;27.04.2016;26;9;295;623;2194
2347167796;28.04.2016;0;0;229;764;1854
2873212765;12.04.2016;2;21;356;1061;1982
2873212765;13.04.2016;0;8;404;1028;2004
2873212765;14.04.2016;0;0;331;1109;1893
2873212765;15.04.2016;0;0;448;992;2063
2873212765;16.04.2016;47;1;305;1087;2148
2873212765;17.04.2016;0;8;160;1272;1529
2873212765;18.04.2016;1;6;311;1122;1890
2873212765;19.04.2016;0;0;389;1051;1956
2873212765;20.04.2016;22;5;378;1035;2094
2873212765;21.04.2016;2;10;371;1057;1970
2873212765;22.04.2016;46;0;366;1028;2241
2873212765;23.04.2016;28;5;330;1077;2021
2873212765;24.04.2016;46;1;190;1203;1898
2873212765;25.04.2016;0;0;359;1081;1907
2873212765;26.04.2016;2;5;309;1124;1882
2873212765;27.04.2016;46;0;197;1197;1966
2873212765;28.04.2016;28;7;213;1192;1835
2873212765;29.04.2016;20;23;206;1191;1780
2873212765;30.04.2016;5;20;248;1167;1830
2873212765;1.05.2016;7;18;196;1219;1739
2873212765;2.05.2016;0;7;334;1099;1878
2873212765;3.05.2016;1;6;363;1070;1906
2873212765;4.05.2016;0;0;420;1020;2015
2873212765;5.05.2016;13;23;311;1093;1971
2873212765;6.05.2016;0;5;370;1065;1910
2873212765;7.05.2016;75;11;52;1302;1897
2873212765;8.05.2016;46;0;326;1068;2096
2873212765;9.05.2016;0;0;345;1095;1906
2873212765;10.05.2016;0;0;373;1067;1962
2873212765;11.05.2016;0;0;319;1121;1826
2873212765;12.05.2016;0;0;268;720;1431
3372868164;12.04.2016;0;0;280;1160;1788
3372868164;13.04.2016;16;8;371;1045;2093
3372868164;14.04.2016;6;25;370;1039;2065
3372868164;15.04.2016;0;0;335;1105;1908
3372868164;16.04.2016;0;0;356;1084;1908
3372868164;17.04.2016;11;2;322;1105;1964
3372868164;18.04.2016;20;7;343;1070;2014
3372868164;19.04.2016;0;0;376;1064;1985
3372868164;20.04.2016;15;3;274;1148;1867
3372868164;21.04.2016;18;9;376;1037;2124
3372868164;22.04.2016;0;0;206;1234;1669
3372868164;23.04.2016;20;2;303;1115;1995
3372868164;24.04.2016;14;7;292;1127;1921
3372868164;25.04.2016;0;0;416;1024;2010
3372868164;26.04.2016;22;2;333;1083;2057
3372868164;27.04.2016;24;13;346;1057;2095
3372868164;28.04.2016;0;0;385;1055;1972
3372868164;29.04.2016;0;0;402;1038;2044
3372868164;30.04.2016;17;4;300;1119;1946
3372868164;1.05.2016;0;0;172;842;1237
3977333714;12.04.2016;44;19;131;777;1450
3977333714;13.04.2016;31;46;153;754;1495
3977333714;14.04.2016;5;23;214;801;1433
3977333714;15.04.2016;15;42;183;644;1468
3977333714;16.04.2016;31;83;153;663;1625
3977333714;17.04.2016;11;58;205;600;1529
3977333714;18.04.2016;4;95;214;605;1584
3977333714;19.04.2016;19;67;221;738;1638
3977333714;20.04.2016;2;98;164;845;1554
3977333714;21.04.2016;0;0;242;712;1397
3977333714;22.04.2016;33;12;188;731;1481
3977333714;23.04.2016;0;92;252;724;1638
3977333714;24.04.2016;30;95;129;660;1655
3977333714;25.04.2016;50;9;133;781;1570
3977333714;26.04.2016;7;95;170;797;1551
3977333714;27.04.2016;0;10;176;714;1377
3977333714;28.04.2016;15;8;190;804;1407
3977333714;29.04.2016;36;32;150;744;1545
3977333714;30.04.2016;43;52;194;687;1650
3977333714;1.05.2016;41;40;124;691;1501
3977333714;2.05.2016;24;143;176;713;1760
3977333714;3.05.2016;47;41;258;594;1710
3977333714;4.05.2016;14;96;142;852;1628
3977333714;5.05.2016;14;88;178;680;1618
3977333714;6.05.2016;29;55;168;676;1590
3977333714;7.05.2016;0;86;208;703;1574
3977333714;8.05.2016;9;116;171;688;1633
3977333714;9.05.2016;8;122;151;1159;1667
3977333714;10.05.2016;1;115;196;676;1630
4020332650;12.04.2016;4;15;331;712;3654
4020332650;14.04.2016;0;0;3;1437;2011
4020332650;15.04.2016;36;18;87;1299;2951
4020332650;16.04.2016;65;21;55;1222;3051
4020332650;2.05.2016;0;11;31;1350;2207
4020332650;3.05.2016;0;0;174;950;2828
4020332650;4.05.2016;13;46;346;531;3879
4020332650;5.05.2016;38;42;196;916;3429
4020332650;6.05.2016;0;0;177;855;2704
4020332650;7.05.2016;0;0;184;1256;2975
4020332650;8.05.2016;0;0;263;775;3089
4020332650;9.05.2016;3;5;173;1225;2785
4020332650;10.05.2016;0;0;206;774;2926
4020332650;11.05.2016;2;8;134;1296;2645
4020332650;12.05.2016;0;0;21;721;1120
4057192912;12.04.2016;0;0;164;1276;2286
4057192912;13.04.2016;0;0;160;1280;2306
4057192912;15.04.2016;3;6;88;873;1527
4319703577;12.04.2016;0;0;0;1440;2115
4319703577;13.04.2016;8;15;96;1234;2135
4319703577;14.04.2016;1;9;339;589;2302
4319703577;15.04.2016;0;0;228;752;1985
4319703577;16.04.2016;0;0;194;724;1884
4319703577;18.04.2016;1;9;58;824;1632
4319703577;19.04.2016;0;0;311;604;2200
4319703577;20.04.2016;0;18;306;671;2220
4319703577;21.04.2016;0;0;34;1265;1792
4319703577;22.04.2016;1;19;176;709;1886
4319703577;23.04.2016;0;0;233;546;1945
4319703577;24.04.2016;1;5;191;692;1880
4319703577;25.04.2016;0;8;390;544;2314
4319703577;26.04.2016;8;21;288;649;2236
4319703577;27.04.2016;6;47;300;680;2324
4319703577;28.04.2016;13;8;359;552;2367
4319703577;29.04.2016;6;18;289;624;2175
4319703577;30.04.2016;6;38;196;695;2092
4319703577;1.05.2016;0;0;67;836;1593
4319703577;2.05.2016;0;11;344;585;2270
4319703577;3.05.2016;8;26;287;669;2235
4319703577;4.05.2016;8;13;313;1106;2282
4319703577;5.05.2016;27;34;328;957;2530
4319703577;6.05.2016;6;11;314;692;2266
4319703577;7.05.2016;3;28;279;586;2158
4319703577;8.05.2016;0;0;153;603;1792
4319703577;9.05.2016;2;14;374;490;2345
4319703577;10.05.2016;3;12;329;555;2260
4319703577;11.05.2016;3;18;311;574;2232
4388161847;12.04.2016;0;0;0;1440;2955
4388161847;13.04.2016;1;14;150;1275;3092
4388161847;14.04.2016;10;35;219;945;2998
4388161847;15.04.2016;0;0;299;837;3066
4388161847;16.04.2016;6;9;253;609;3073
4388161847;17.04.2016;0;0;201;721;2572
4388161847;18.04.2016;27;8;239;1017;3274
4388161847;19.04.2016;20;16;249;704;3015
4388161847;20.04.2016;19;42;228;696;3083
4388161847;21.04.2016;7;12;272;853;3069
4388161847;22.04.2016;77;25;220;945;3544
4388161847;23.04.2016;58;5;215;749;3306
4388161847;24.04.2016;14;8;239;584;2885
4388161847;25.04.2016;11;31;301;1054;3288
4388161847;26.04.2016;14;23;224;673;2929
4388161847;27.04.2016;11;48;241;684;3074
4388161847;28.04.2016;19;9;234;878;2969
4388161847;29.04.2016;13;16;236;1175;2979
4388161847;30.04.2016;14;43;300;537;3283
4388161847;1.05.2016;12;15;241;579;2926
4388161847;2.05.2016;33;4;204;935;3147
4388161847;3.05.2016;18;18;306;984;3290
4388161847;4.05.2016;35;21;251;632;3162
4388161847;5.05.2016;12;39;199;896;2899
4388161847;6.05.2016;33;45;262;1100;3425
4388161847;7.05.2016;120;56;260;508;4022
4388161847;8.05.2016;107;38;178;576;3934
4388161847;9.05.2016;6;19;258;1020;3013
4388161847;10.05.2016;13;14;267;648;3061
4388161847;11.05.2016;8;18;256;858;2954
4388161847;12.05.2016;0;0;108;825;1623
4445114986;12.04.2016;0;0;196;787;2113
4445114986;13.04.2016;0;0;194;840;2095
4445114986;14.04.2016;0;0;231;717;2194
4445114986;15.04.2016;0;0;350;711;2496
4445114986;16.04.2016;0;0;225;716;2180
4445114986;17.04.2016;0;0;114;1219;1933
4445114986;18.04.2016;25;6;162;1247;2248
4445114986;19.04.2016;0;0;121;895;1954
4445114986;20.04.2016;0;0;137;841;1974
4445114986;21.04.2016;0;0;215;756;2150
4445114986;22.04.2016;0;0;317;706;2432
4445114986;23.04.2016;0;0;201;1239;2149
4445114986;24.04.2016;0;0;244;1196;2247
4445114986;25.04.2016;0;0;179;916;2070
4445114986;26.04.2016;29;1;180;839;2291
4445114986;27.04.2016;32;1;194;839;2361
4445114986;28.04.2016;0;0;236;762;2203
4445114986;29.04.2016;0;0;226;1106;2196
4445114986;30.04.2016;0;0;290;797;2363
4445114986;1.05.2016;0;0;240;741;2246
4445114986;2.05.2016;27;4;200;667;2336
4445114986;3.05.2016;30;2;233;725;2421
4445114986;4.05.2016;0;0;180;897;2070
4445114986;5.05.2016;2;6;185;734;2120
4445114986;6.05.2016;0;0;229;809;2211
4445114986;7.05.2016;26;4;108;866;2123
4445114986;8.05.2016;0;8;308;733;2423
4445114986;9.05.2016;0;0;266;641;2281
4445114986;10.05.2016;0;0;231;783;2181
4445114986;11.05.2016;34;22;232;622;2499
4445114986;12.05.2016;0;0;58;380;1212
4558609924;12.04.2016;0;0;318;1122;1909
4558609924;13.04.2016;19;7;127;1287;1722
4558609924;14.04.2016;0;0;279;1161;1922
4558609924;15.04.2016;17;30;262;1131;2121
4558609924;16.04.2016;8;12;308;1112;1997
4558609924;17.04.2016;7;19;304;1110;2117
4558609924;18.04.2016;14;15;331;1080;2116
4558609924;19.04.2016;1;9;248;1182;1876
4558609924;20.04.2016;0;0;222;1218;1788
4558609924;21.04.2016;6;21;432;844;2486
4558609924;22.04.2016;20;25;273;1122;2094
4558609924;23.04.2016;5;5;308;1122;2085
4558609924;24.04.2016;0;0;395;1045;2173
4558609924;25.04.2016;18;10;340;993;2225
4558609924;26.04.2016;12;41;283;1062;2223
4558609924;27.04.2016;27;14;312;1087;2098
4558609924;28.04.2016;1;11;367;985;2185
4558609924;29.04.2016;15;29;197;1096;1918
4558609924;30.04.2016;7;29;293;1111;2105
4558609924;1.05.2016;0;0;190;1121;1692
4558609924;2.05.2016;0;0;383;1057;2066
4558609924;3.05.2016;21;10;237;1172;1953
4558609924;4.05.2016;0;0;252;1188;1842
4558609924;5.05.2016;14;8;370;1048;2262
4558609924;6.05.2016;0;0;202;1238;1722
4558609924;7.05.2016;23;16;233;1116;1973
4558609924;8.05.2016;66;35;238;1019;2666
4558609924;9.05.2016;6;30;339;1065;2223
4558609924;10.05.2016;11;18;220;1191;1889
4558609924;11.05.2016;4;31;324;1081;2131
4558609924;12.05.2016;0;0;247;736;1452
4702921684;12.04.2016;0;0;263;718;2947
4702921684;13.04.2016;0;0;258;777;2898
4702921684;14.04.2016;0;0;271;772;2984
4702921684;15.04.2016;1;8;256;944;2896
4702921684;16.04.2016;3;24;335;556;3328
4702921684;17.04.2016;12;66;302;437;3394
4702921684;18.04.2016;22;30;191;890;3013
4702921684;19.04.2016;10;8;179;757;2812
4702921684;20.04.2016;2;29;260;717;3061
4702921684;21.04.2016;4;41;144;901;2729
4702921684;22.04.2016;0;0;72;1341;2241
4702921684;23.04.2016;9;66;408;469;3691
4702921684;24.04.2016;15;95;281;542;3538
4702921684;25.04.2016;6;15;270;730;3064
4702921684;26.04.2016;1;8;216;765;2784
4702921684;27.04.2016;1;16;238;733;2908
4702921684;28.04.2016;14;9;232;738;3033
4702921684;29.04.2016;12;19;267;692;3165
4702921684;30.04.2016;4;36;263;728;3115
4702921684;2.05.2016;5;40;195;1131;2859
4702921684;3.05.2016;0;0;313;729;3145
4702921684;4.05.2016;4;15;251;757;3004
4702921684;5.05.2016;8;5;241;745;3006
4702921684;6.05.2016;1;16;207;682;2859
4702921684;7.05.2016;5;46;439;577;3683
4702921684;8.05.2016;9;125;192;1019;3287
4702921684;9.05.2016;0;12;253;746;2990
4702921684;10.05.2016;1;37;262;701;3172
4702921684;11.05.2016;10;41;235;784;3069
4702921684;12.05.2016;0;0;68;241;1240
5553957443;12.04.2016;19;13;277;767;2026
5553957443;13.04.2016;0;0;226;647;1718
5553957443;14.04.2016;61;41;256;693;2324
5553957443;15.04.2016;58;38;239;689;2254
5553957443;16.04.2016;0;0;288;521;1831
5553957443;17.04.2016;0;0;46;943;1397
5553957443;18.04.2016;0;0;206;622;1683
5553957443;19.04.2016;69;28;249;756;2284
5553957443;20.04.2016;0;0;148;598;1570
5553957443;21.04.2016;47;42;177;801;2066
5553957443;22.04.2016;25;16;270;781;2105
5553957443;23.04.2016;0;0;272;443;1776
5553957443;24.04.2016;0;0;104;582;1507
5553957443;25.04.2016;51;11;201;732;2033
5553957443;26.04.2016;40;18;238;750;2093
5553957443;27.04.2016;16;16;206;745;1922
5553957443;28.04.2016;49;13;165;727;1999
5553957443;29.04.2016;46;15;270;709;2169
5553957443;30.04.2016;0;0;84;506;1463
5553957443;1.05.2016;0;0;237;436;1747
5553957443;2.05.2016;23;9;227;724;1996
5553957443;3.05.2016;26;29;247;812;2116
5553957443;4.05.2016;0;0;224;651;1698
5553957443;5.05.2016;44;29;241;692;2156
5553957443;6.05.2016;21;9;229;761;1916
5553957443;7.05.2016;0;0;96;902;1494
5553957443;8.05.2016;3;8;210;505;1762
5553957443;9.05.2016;59;22;251;667;2272
5553957443;10.05.2016;61;40;265;707;2335
5553957443;11.05.2016;0;0;195;628;1693
5553957443;12.05.2016;8;6;48;222;741
5577150313;12.04.2016;86;16;140;728;3405
5577150313;13.04.2016;15;11;144;776;2551
5577150313;14.04.2016;118;30;176;662;4022
5577150313;15.04.2016;115;54;199;695;4005
5577150313;16.04.2016;184;56;158;472;4274
5577150313;17.04.2016;200;37;159;525;4552
5577150313;18.04.2016;114;32;130;623;3625
5577150313;19.04.2016;108;23;111;733;3501
5577150313;20.04.2016;87;16;113;773;3192
5577150313;21.04.2016;110;74;175;670;4018
5577150313;22.04.2016;62;30;200;823;3329
5577150313;23.04.2016;24;24;223;627;3152
5577150313;24.04.2016;210;65;141;425;4392
5577150313;25.04.2016;61;38;214;743;3374
5577150313;26.04.2016;38;32;181;759;3088
5577150313;27.04.2016;63;16;190;773;3294
5577150313;28.04.2016;99;51;141;692;3580
5577150313;29.04.2016;97;36;165;739;3544
5577150313;30.04.2016;207;45;163;621;4501
5577150313;1.05.2016;194;72;178;499;4546
5577150313;2.05.2016;37;20;235;732;3014
5577150313;3.05.2016;97;8;212;580;3795
5577150313;4.05.2016;25;9;141;631;2755
5577150313;5.05.2016;45;21;143;1153;3004
5577150313;6.05.2016;41;16;79;1304;2643
5577150313;9.05.2016;34;11;70;1099;2489
5577150313;10.05.2016;104;37;194;639;3841
5577150313;11.05.2016;45;15;63;257;1665
6117666160;15.04.2016;0;6;513;921;2865
6117666160;16.04.2016;7;15;518;502;2828
6117666160;17.04.2016;0;0;312;702;2225
6117666160;18.04.2016;0;0;241;759;2018
6117666160;19.04.2016;0;0;480;425;2606
6117666160;20.04.2016;26;10;349;587;2536
6117666160;21.04.2016;11;19;294;579;4900
6117666160;22.04.2016;0;0;402;413;2409
6117666160;23.04.2016;0;0;512;468;2651
6117666160;24.04.2016;0;0;362;711;2305
6117666160;26.04.2016;0;7;352;1077;2450
6117666160;27.04.2016;0;0;458;417;2576
6117666160;28.04.2016;0;0;141;758;1879
6117666160;29.04.2016;0;0;461;479;2560
6117666160;30.04.2016;0;0;343;1040;2275
6117666160;1.05.2016;0;0;397;525;2361
6117666160;2.05.2016;0;0;236;1204;2044
6117666160;4.05.2016;0;0;156;1279;1902
6117666160;5.05.2016;0;0;487;479;2636
6117666160;6.05.2016;0;0;133;673;1838
6117666160;7.05.2016;0;0;412;456;2469
6117666160;8.05.2016;0;0;318;517;2250
6117666160;9.05.2016;0;0;197;125;1248
6290855005;12.04.2016;0;0;199;1241;2560
6290855005;13.04.2016;0;0;350;1090;2905
6290855005;14.04.2016;0;0;363;1077;2952
6290855005;15.04.2016;0;0;328;1112;2896
6290855005;16.04.2016;0;0;258;1182;2783
6290855005;17.04.2016;31;12;225;1172;3171
6290855005;18.04.2016;0;0;271;1169;2766
6290855005;19.04.2016;0;0;321;1119;2839
6290855005;20.04.2016;0;0;258;1182;2701
6290855005;22.04.2016;0;0;302;1138;2796
6290855005;24.04.2016;0;0;258;1182;2703
6290855005;25.04.2016;8;3;249;1180;2771
6290855005;27.04.2016;0;0;287;1153;2743
6290855005;28.04.2016;0;0;255;1185;2687
6290855005;30.04.2016;0;0;324;1116;2843
6290855005;1.05.2016;8;95;282;1055;3327
6290855005;2.05.2016;0;0;268;1172;2725
6290855005;3.05.2016;0;0;240;1200;2671
6290855005;4.05.2016;0;0;272;1168;2718
6290855005;5.05.2016;0;0;239;1201;2682
6290855005;6.05.2016;0;0;305;1135;2806
6290855005;7.05.2016;0;0;227;1213;2613
6290855005;8.05.2016;0;0;251;1189;2712
